MovieID,Title,Genres,neutral_All,gender_M,gender_F,age_Youth,age_Middle,age_Senior,cross_M_Youth,cross_F_Youth,cross_M_Middle,cross_F_Middle,cross_M_Senior,cross_F_Senior
13,Balto (1995),Animation|Children's,0.015772870662460567,0.014775977121067683,0.018543046357615896,0.014044943820224719,0.01712707182320442,0.012084592145015106,0.013157894736842105,0.016666666666666666,0.016346837242359632,0.016563146997929608,0.0041841004184100415,0.03260869565217391
14,Nixon (1995),Drama,0.029793200140203296,0.032411820781696854,0.022516556291390728,0.02247191011235955,0.03259668508287293,0.030211480362537766,0.02443609022556391,0.016666666666666666,0.03482587064676617,0.020703933747412008,0.02510460251046025,0.043478260869565216
15,Cutthroat Island (1995),Action|Adventure|Romance,0.010865755345250614,0.010009532888465206,0.013245033112582781,0.0056179775280898875,0.011602209944751382,0.01812688821752266,0.0037593984962406013,0.011111111111111112,0.010660980810234541,0.012422360248447204,0.016736401673640166,0.021739130434782608
16,Casino (1995),Drama|Thriller,0.1531720995443393,0.17397521448999045,0.09536423841059603,0.16713483146067415,0.1591160220994475,0.09063444108761329,0.19924812030075187,0.07222222222222222,0.1648898365316276,0.11594202898550725,0.11297071129707113,0.03260869565217391
17,Sense and Sensibility (1995),Drama|Romance,0.2215212057483351,0.13489037178265015,0.46225165562913906,0.13623595505617977,0.23646408839779007,0.32326283987915405,0.05263157894736842,0.38333333333333336,0.13859275053304904,0.4824016563146998,0.2510460251046025,0.5108695652173914
18,Four Rooms (1995),Thriller,0.02453557658604977,0.029075309818875118,0.011920529801324504,0.032303370786516857,0.02541436464088398,0.0030211480362537764,0.039473684210526314,0.011111111111111112,0.02771855010660981,0.014492753623188406,0.0041841004184100415,0.0
19,Ace Ventura: When Nature Calls (1995),Comedy,0.026288117770767613,0.030505243088655862,0.01456953642384106,0.04915730337078652,0.020441988950276244,0.00906344410876133,0.05451127819548872,0.03333333333333333,0.022743425728500355,0.010351966873706004,0.012552301255230125,0.0
20,Money Train (1995),Action,0.0070101647388713636,0.008102955195424213,0.003973509933774834,0.007022471910112359,0.0071823204419889505,0.006042296072507553,0.009398496240601503,0.0,0.007818052594171997,0.004140786749482402,0.0041841004184100415,0.010869565217391304
21,Get Shorty (1995),Action|Comedy|Drama,0.27584998247458814,0.2979027645376549,0.21456953642384105,0.19101123595505617,0.3060773480662983,0.2930513595166163,0.22556390977443608,0.08888888888888889,0.30561478322672353,0.2567287784679089,0.3138075313807531,0.2391304347826087
22,Copycat (1995),Crime|Drama|Thriller,0.060988433228180865,0.05862726406101049,0.06754966887417219,0.056179775280898875,0.06464088397790055,0.0513595166163142,0.05075187969924812,0.07222222222222222,0.05828002842928216,0.07246376811594203,0.058577405857740586,0.03260869565217391
23,Assassins (1995),Thriller,0.011566771819137749,0.012869399428026692,0.007947019867549669,0.01544943820224719,0.011602209944751382,0.0030211480362537764,0.016917293233082706,0.011111111111111112,0.012082444918265814,0.008281573498964804,0.0041841004184100415,0.0
24,Powder (1995),Drama|Sci-Fi,0.08867858394672275,0.09389895138226882,0.07417218543046358,0.09410112359550561,0.09226519337016574,0.05740181268882175,0.09586466165413533,0.08888888888888889,0.09168443496801706,0.07867494824016563,0.07112970711297072,0.021739130434782608
25,Leaving Las Vegas (1995),Drama|Romance,0.2113564668769716,0.2102001906577693,0.21456953642384105,0.16292134831460675,0.22707182320441988,0.229607250755287,0.15789473684210525,0.17777777777777778,0.21108742004264391,0.2360248447204969,0.2510460251046025,0.17391304347826086
26,Othello (1995),Drama,0.020679985979670523,0.01811248808388942,0.02781456953642384,0.028089887640449437,0.019337016574585635,0.012084592145015106,0.02631578947368421,0.03333333333333333,0.015636105188343994,0.026915113871635612,0.008368200836820083,0.021739130434782608
27,Now and Then (1995),Drama,0.005608131791097091,0.002859866539561487,0.013245033112582781,0.012640449438202247,0.0033149171270718232,0.0030211480362537764,0.0037593984962406013,0.03888888888888889,0.0028429282160625444,0.004140786749482402,0.0,0.010869565217391304
28,Persuasion (1995),Romance,0.04766912022432527,0.023832221163012392,0.11390728476821192,0.023876404494382022,0.05359116022099448,0.06646525679758308,0.011278195488721804,0.06111111111111111,0.024875621890547265,0.12836438923395446,0.03765690376569038,0.14130434782608695
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,0.1069050122677883,0.12059103908484271,0.06887417218543046,0.125,0.11546961325966851,0.021148036253776436,0.13533834586466165,0.09444444444444444,0.12437810945273632,0.07039337474120083,0.02510460251046025,0.010869565217391304
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,0.013669821240799159,0.014299332697807437,0.011920529801324504,0.004213483146067416,0.015469613259668509,0.02416918429003021,0.005639097744360902,0.0,0.015636105188343994,0.012422360248447204,0.02092050209205021,0.03260869565217391
31,Dangerous Minds (1995),Drama,0.015422362425517,0.010486177311725452,0.02913907284768212,0.018258426966292134,0.016022099447513812,0.006042296072507553,0.016917293233082706,0.022222222222222223,0.008528784648187633,0.035196687370600416,0.0041841004184100415,0.010869565217391304
32,Twelve Monkeys (1995),Drama|Sci-Fi,0.37960042060988436,0.4242135367016206,0.2556291390728477,0.3693820224719101,0.4138121546961326,0.21450151057401812,0.4191729323308271,0.2222222222222222,0.43070362473347545,0.29606625258799174,0.25523012552301255,0.10869565217391304
33,Wings of Courage (1995),Adventure|Romance,0.0003505082369435682,0.00047664442326024784,0.0,0.0,0.0005524861878453039,0.0,0.0,0.0,0.0007107320540156361,0.0,0.0,0.0
34,Babe (1995),Children's|Comedy|Drama,0.43252716438836314,0.3908484270734032,0.5483443708609271,0.30196629213483145,0.4823204419889503,0.44108761329305135,0.2669172932330827,0.40555555555555556,0.4115138592750533,0.6086956521739131,0.41422594142259417,0.5108695652173914
35,Carrington (1995),Drama|Romance,0.010515247108307046,0.007149666348903718,0.019867549668874173,0.004213483146067416,0.011602209944751382,0.01812688821752266,0.0037593984962406013,0.005555555555555556,0.006396588486140725,0.024844720496894408,0.016736401673640166,0.021739130434782608
36,Dead Man Walking (1995),Drama,0.23449001051524712,0.20829361296472831,0.3072847682119205,0.17837078651685392,0.24861878453038674,0.27794561933534745,0.15977443609022557,0.23333333333333334,0.2103766879886283,0.3188405797101449,0.23430962343096234,0.391304347826087
37,Across the Sea of Time (1995),Documentary,0.0017525411847178409,0.0014299332697807435,0.0026490066225165563,0.0014044943820224719,0.0016574585635359116,0.0030211480362537764,0.0018796992481203006,0.0,0.0014214641080312722,0.002070393374741201,0.0,0.010869565217391304
38,It Takes Two (1995),Comedy,0.0035050823694356818,0.0014299332697807435,0.009271523178807948,0.009831460674157303,0.0011049723756906078,0.0030211480362537764,0.005639097744360902,0.022222222222222223,0.0,0.004140786749482402,0.0,0.010869565217391304
39,Clueless (1995),Comedy|Romance,0.288117770767613,0.23164918970448045,0.44503311258278144,0.30196629213483145,0.2983425414364641,0.20241691842900303,0.22932330827067668,0.5166666666666667,0.23098791755508175,0.4451345755693582,0.16317991631799164,0.30434782608695654
40,"Cry, the Beloved Country (1995)",Drama,0.008412197686645636,0.005243088655862726,0.017218543046357615,0.0056179775280898875,0.0077348066298342545,0.01812688821752266,0.0,0.022222222222222223,0.005685856432125089,0.012422360248447204,0.012552301255230125,0.03260869565217391
41,Richard III (1995),Drama|War,0.06624605678233439,0.06816015252621545,0.060927152317880796,0.0449438202247191,0.06574585635359116,0.1148036253776435,0.041353383458646614,0.05555555555555555,0.06538734896943853,0.055900621118012424,0.12133891213389121,0.09782608695652174
42,Dead Presidents (1995),Action|Crime|Drama,0.020329477742726955,0.022402287893231648,0.01456953642384106,0.02949438202247191,0.01878453038674033,0.00906344410876133,0.03383458646616541,0.016666666666666666,0.01847903340440654,0.016563146997929608,0.012552301255230125,0.0
43,Restoration (1995),Drama,0.02909218366631616,0.020495710200190656,0.052980132450331126,0.009831460674157303,0.03259668508287293,0.0513595166163142,0.005639097744360902,0.022222222222222223,0.02203269367448472,0.057971014492753624,0.03765690376569038,0.08695652173913043
44,Mortal Kombat (1995),Action|Adventure,0.028040658955485454,0.034318398474737846,0.010596026490066225,0.046348314606741575,0.024861878453038673,0.006042296072507553,0.05827067669172932,0.011111111111111112,0.02771855010660981,0.012422360248447204,0.008368200836820083,0.0
45,To Die For (1995),Comedy|Drama,0.09568874868559411,0.0905624404194471,0.10993377483443709,0.05056179775280899,0.11988950276243093,0.06042296072507553,0.05263157894736842,0.044444444444444446,0.10732054015636106,0.13664596273291926,0.04602510460251046,0.09782608695652174
46,How to Make an American Quilt (1995),Drama|Romance,0.01927795303189625,0.00667302192564347,0.054304635761589407,0.018258426966292134,0.01878453038674033,0.02416918429003021,0.0037593984962406013,0.06111111111111111,0.007818052594171997,0.047619047619047616,0.0041841004184100415,0.07608695652173914
47,Seven (Se7en) (1995),Crime|Thriller,0.3137048720644935,0.33317445185891326,0.2596026490066225,0.3890449438202247,0.3187845303867403,0.12386706948640483,0.40977443609022557,0.3277777777777778,0.3191186922530206,0.2650103519668737,0.13389121338912133,0.09782608695652174
48,Pocahontas (1995),Animation|Children's|Musical|Romance,0.043813529617946025,0.029075309818875118,0.0847682119205298,0.06460674157303371,0.036464088397790057,0.03927492447129909,0.03007518796992481,0.16666666666666666,0.026297085998578537,0.060041407867494824,0.03347280334728033,0.05434782608695652
49,When Night Is Falling (1995),Drama|Romance,0.005608131791097091,0.0038131553860819827,0.010596026490066225,0.007022471910112359,0.0055248618784530384,0.0030211480362537764,0.0037593984962406013,0.016666666666666666,0.0035536602700781805,0.010351966873706004,0.0041841004184100415,0.0
50,"Usual Suspects, The (1995)",Crime|Thriller,0.5636172450052577,0.5900857959961868,0.4900662251655629,0.5688202247191011,0.5906077348066299,0.40483383685800606,0.5808270676691729,0.5333333333333333,0.5891968727789624,0.4968944099378882,0.41841004184100417,0.3695652173913043
51,Guardian Angel (1994),Action|Drama|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Mighty Aphrodite (1995),Comedy,0.09078163336838416,0.08484270734032412,0.10728476821192053,0.07303370786516854,0.1005524861878453,0.0755287009063444,0.06766917293233082,0.08888888888888889,0.08813077469793888,0.12008281573498965,0.07531380753138076,0.07608695652173914
53,Lamerica (1994),Drama,0.0028040658955485456,0.002859866539561487,0.0026490066225165563,0.0,0.0033149171270718232,0.006042296072507553,0.0,0.0,0.0035536602700781805,0.002070393374741201,0.0041841004184100415,0.010869565217391304
54,"Big Green, The (1995)",Children's|Comedy,0.0031545741324921135,0.0014299332697807435,0.007947019867549669,0.012640449438202247,0.0,0.0,0.005639097744360902,0.03333333333333333,0.0,0.0,0.0,0.0
55,Georgia (1995),Drama,0.006659656501927795,0.004766444232602479,0.011920529801324504,0.0,0.008839779005524863,0.00906344410876133,0.0,0.0,0.005685856432125089,0.016563146997929608,0.008368200836820083,0.010869565217391304
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,0.0007010164738871364,0.0009532888465204957,0.0,0.0014044943820224719,0.0,0.0030211480362537764,0.0018796992481203006,0.0,0.0,0.0,0.0041841004184100415,0.0
57,Home for the Holidays (1995),Drama,0.016123378899404135,0.0109628217349857,0.030463576158940398,0.01544943820224719,0.017679558011049725,0.00906344410876133,0.011278195488721804,0.027777777777777776,0.011371712864250177,0.033126293995859216,0.0041841004184100415,0.021739130434782608
58,"Postino, Il (The Postman) (1994)",Drama|Romance,0.13389414651244305,0.10676835081029552,0.20927152317880796,0.0702247191011236,0.13646408839779006,0.256797583081571,0.05263157894736842,0.12222222222222222,0.09737029140014215,0.2277432712215321,0.24686192468619247,0.2826086956521739
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,0.0007010164738871364,0.0009532888465204957,0.0,0.0,0.0011049723756906078,0.0,0.0,0.0,0.0014214641080312722,0.0,0.0,0.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,0.050823694356817384,0.04528122020972355,0.06622516556291391,0.042134831460674156,0.05414364640883978,0.0513595166163142,0.03383458646616541,0.06666666666666667,0.04548685145700071,0.07039337474120083,0.05439330543933055,0.043478260869565216
61,Eye for an Eye (1996),Drama|Thriller,0.007360672975814932,0.004289799809342231,0.015894039735099338,0.009831460674157303,0.0071823204419889505,0.0030211480362537764,0.007518796992481203,0.016666666666666666,0.0028429282160625444,0.018633540372670808,0.0041841004184100415,0.0
62,Mr. Holland's Opus (1995),Drama,0.12162635821941815,0.10724499523355577,0.16158940397350993,0.11797752808988764,0.11767955801104972,0.1510574018126888,0.11278195488721804,0.13333333333333333,0.09737029140014215,0.15734989648033126,0.11715481171548117,0.2391304347826087
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,0.011566771819137749,0.014299332697807437,0.003973509933774834,0.03089887640449438,0.0055248618784530384,0.0030211480362537764,0.03571428571428571,0.016666666666666666,0.007107320540156361,0.0,0.0041841004184100415,0.0
64,Two if by Sea (1996),Comedy|Romance,0.002103049421661409,0.0009532888465204957,0.005298013245033113,0.0028089887640449437,0.0022099447513812156,0.0,0.0018796992481203006,0.005555555555555556,0.0007107320540156361,0.006211180124223602,0.0,0.0
65,Bio-Dome (1996),Comedy,0.006309148264984227,0.007149666348903718,0.003973509933774834,0.016853932584269662,0.0033149171270718232,0.0,0.018796992481203006,0.011111111111111112,0.0035536602700781805,0.002070393374741201,0.0,0.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,0.0017525411847178409,0.0019065776930409914,0.0013245033112582781,0.004213483146067416,0.0011049723756906078,0.0,0.005639097744360902,0.0,0.0007107320540156361,0.002070393374741201,0.0,0.0
67,Two Bits (1995),Drama,0.0007010164738871364,0.0009532888465204957,0.0,0.0,0.0011049723756906078,0.0,0.0,0.0,0.0014214641080312722,0.0,0.0,0.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0.010865755345250614,0.008579599618684462,0.017218543046357615,0.0014044943820224719,0.014917127071823204,0.00906344410876133,0.0,0.005555555555555556,0.011371712864250177,0.022774327122153208,0.008368200836820083,0.010869565217391304
69,Friday (1995),Comedy,0.06694707325622153,0.07102001906577693,0.05562913907284768,0.13904494382022473,0.05082872928176796,0.0,0.14285714285714285,0.12777777777777777,0.051883439943141436,0.039337474120082816,0.0,0.0
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,0.13564668769716087,0.16491897044804577,0.054304635761589407,0.15870786516853932,0.1414364640883978,0.054380664652567974,0.19548872180451127,0.05,0.1613361762615494,0.060041407867494824,0.06276150627615062,0.03260869565217391
71,Fair Game (1995),Action,0.00385559060637925,0.004289799809342231,0.0026490066225165563,0.004213483146067416,0.004419889502762431,0.0,0.0037593984962406013,0.005555555555555556,0.004975124378109453,0.002070393374741201,0.0,0.0
72,Kicking and Screaming (1995),Comedy|Drama,0.019978969505783387,0.01811248808388942,0.025165562913907286,0.026685393258426966,0.019337016574585635,0.00906344410876133,0.02443609022556391,0.03333333333333333,0.016346837242359632,0.024844720496894408,0.008368200836820083,0.010869565217391304
73,"Misérables, Les (1995)",Drama|Musical,0.052926743778478794,0.04528122020972355,0.07417218543046358,0.05196629213483146,0.04585635359116022,0.09365558912386707,0.03383458646616541,0.10555555555555556,0.03980099502487562,0.055900621118012424,0.08786610878661087,0.10869565217391304
74,Bed of Roses (1996),Drama|Romance,0.014020329477742727,0.00667302192564347,0.03443708609271523,0.011235955056179775,0.01712707182320442,0.0030211480362537764,0.007518796992481203,0.022222222222222223,0.007107320540156361,0.043478260869565216,0.0,0.010869565217391304
75,Big Bully (1996),Comedy|Drama,0.0003505082369435682,0.00047664442326024784,0.0,0.0,0.0005524861878453039,0.0,0.0,0.0,0.0007107320540156361,0.0,0.0,0.0
76,Screamers (1995),Sci-Fi|Thriller,0.015422362425517,0.019542421353670163,0.003973509933774834,0.021067415730337078,0.013812154696132596,0.012084592145015106,0.02443609022556391,0.011111111111111112,0.017057569296375266,0.002070393374741201,0.016736401673640166,0.0
77,Nico Icon (1995),Documentary,0.0077111812127585,0.008579599618684462,0.005298013245033113,0.0014044943820224719,0.009944751381215469,0.00906344410876133,0.0018796992481203006,0.0,0.011371712864250177,0.004140786749482402,0.0041841004184100415,0.021739130434782608
78,"Crossing Guard, The (1995)",Drama,0.008061689449702068,0.010009532888465206,0.0026490066225165563,0.004213483146067416,0.009392265193370166,0.00906344410876133,0.005639097744360902,0.0,0.010660980810234541,0.004140786749482402,0.012552301255230125,0.0
79,"Juror, The (1996)",Drama|Thriller,0.007360672975814932,0.00667302192564347,0.009271523178807948,0.004213483146067416,0.0071823204419889505,0.015105740181268883,0.0037593984962406013,0.005555555555555556,0.006396588486140725,0.008281573498964804,0.012552301255230125,0.021739130434782608
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,0.012267788293024886,0.009532888465204958,0.019867549668874173,0.0014044943820224719,0.014917127071823204,0.021148036253776436,0.0,0.005555555555555556,0.010660980810234541,0.024844720496894408,0.02092050209205021,0.021739130434782608
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,0.025937609533824044,0.030028598665395614,0.01456953642384106,0.026685393258426966,0.02983425414364641,0.0030211480362537764,0.03007518796992481,0.016666666666666666,0.032693674484719264,0.016563146997929608,0.0041841004184100415,0.0
82,Antonia's Line (Antonia) (1995),Drama,0.019978969505783387,0.012869399428026692,0.039735099337748346,0.007022471910112359,0.019889502762430938,0.04833836858006042,0.0037593984962406013,0.016666666666666666,0.010660980810234541,0.043478260869565216,0.04184100418410042,0.06521739130434782
83,Once Upon a Time... When We Were Colored (1995),Drama,0.006659656501927795,0.007149666348903718,0.005298013245033113,0.004213483146067416,0.008287292817679558,0.0030211480362537764,0.005639097744360902,0.0,0.007818052594171997,0.008281573498964804,0.0041841004184100415,0.0
84,Last Summer in the Hamptons (1995),Comedy|Drama,0.002103049421661409,0.0009532888465204957,0.005298013245033113,0.0014044943820224719,0.0027624309392265192,0.0,0.0,0.005555555555555556,0.0014214641080312722,0.006211180124223602,0.0,0.0
85,Angels and Insects (1995),Drama|Romance,0.03505082369435682,0.028598665395614873,0.052980132450331126,0.011235955056179775,0.04033149171270718,0.05740181268882175,0.009398496240601503,0.016666666666666666,0.030561478322672354,0.062111801242236024,0.0502092050209205,0.07608695652173914
86,White Squall (1996),Adventure|Drama,0.03785488958990536,0.04051477597712107,0.030463576158940398,0.03089887640449438,0.04143646408839779,0.03323262839879154,0.03007518796992481,0.03333333333333333,0.042643923240938165,0.031055900621118012,0.03765690376569038,0.021739130434782608
87,Dunston Checks In (1996),Children's|Comedy,0.002103049421661409,0.0023832221163012394,0.0013245033112582781,0.0014044943820224719,0.0016574585635359116,0.006042296072507553,0.0,0.005555555555555556,0.0021321961620469083,0.0,0.008368200836820083,0.0
88,Black Sheep (1996),Comedy,0.019978969505783387,0.023832221163012392,0.009271523178807948,0.05056179775280899,0.011602209944751382,0.0,0.05639097744360902,0.03333333333333333,0.014214641080312722,0.002070393374741201,0.0,0.0
89,Nick of Time (1995),Action|Thriller,0.025937609533824044,0.029551954242135366,0.015894039735099338,0.026685393258426966,0.0281767955801105,0.012084592145015106,0.03195488721804511,0.011111111111111112,0.029850746268656716,0.018633540372670808,0.012552301255230125,0.010869565217391304
90,"Journey of August King, The (1995)",Drama,0.0014020329477742728,0.0009532888465204957,0.0026490066225165563,0.0,0.0022099447513812156,0.0,0.0,0.0,0.0014214641080312722,0.004140786749482402,0.0,0.0
92,Mary Reilly (1996),Drama|Thriller,0.0031545741324921135,0.0038131553860819827,0.0013245033112582781,0.0014044943820224719,0.0038674033149171273,0.0030211480362537764,0.0018796992481203006,0.0,0.0042643923240938165,0.002070393374741201,0.0041841004184100415,0.0
93,Vampire in Brooklyn (1995),Comedy|Romance,0.0031545741324921135,0.002859866539561487,0.003973509933774834,0.0,0.004419889502762431,0.0030211480362537764,0.0,0.0,0.0042643923240938165,0.004140786749482402,0.0,0.010869565217391304
94,Beautiful Girls (1996),Drama,0.03820539782684893,0.03336510962821735,0.051655629139072845,0.037921348314606744,0.04364640883977901,0.00906344410876133,0.03195488721804511,0.05555555555555555,0.03695806680881308,0.055900621118012424,0.0041841004184100415,0.021739130434782608
95,Broken Arrow (1996),Action|Thriller,0.06414300736067298,0.07483317445185891,0.03443708609271523,0.06741573033707865,0.06961325966850829,0.027190332326283987,0.08270676691729323,0.022222222222222223,0.07462686567164178,0.043478260869565216,0.03347280334728033,0.010869565217391304
96,In the Bleak Midwinter (1995),Comedy,0.0035050823694356818,0.002859866539561487,0.005298013245033113,0.0,0.0038674033149171273,0.00906344410876133,0.0,0.0,0.0028429282160625444,0.006211180124223602,0.008368200836820083,0.010869565217391304
97,"Hate (Haine, La) (1995)",Drama,0.011216263582194182,0.012392755004766444,0.007947019867549669,0.01544943820224719,0.011602209944751382,0.0,0.015037593984962405,0.016666666666666666,0.01279317697228145,0.006211180124223602,0.0,0.0
98,Shopping (1994),Action|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0.00946372239747634,0.010009532888465206,0.007947019867549669,0.004213483146067416,0.011049723756906077,0.012084592145015106,0.0037593984962406013,0.005555555555555556,0.012082444918265814,0.006211180124223602,0.008368200836820083,0.021739130434782608
100,City Hall (1996),Drama|Thriller,0.013669821240799159,0.017159199237368923,0.003973509933774834,0.004213483146067416,0.016574585635359115,0.01812688821752266,0.005639097744360902,0.0,0.019189765458422176,0.006211180124223602,0.02510460251046025,0.0
101,Bottle Rocket (1996),Comedy,0.060988433228180865,0.07197330791229743,0.030463576158940398,0.08426966292134831,0.05966850828729282,0.01812688821752266,0.09398496240601503,0.05555555555555555,0.06823027718550106,0.024844720496894408,0.02092050209205021,0.010869565217391304
102,Mr. Wrong (1996),Comedy,0.0017525411847178409,0.0019065776930409914,0.0013245033112582781,0.0028089887640449437,0.0016574585635359116,0.0,0.0037593984962406013,0.0,0.0014214641080312722,0.002070393374741201,0.0,0.0
103,Unforgettable (1996),Thriller,0.004556607080266386,0.004766444232602479,0.003973509933774834,0.0014044943820224719,0.0060773480662983425,0.0030211480362537764,0.0018796992481203006,0.0,0.006396588486140725,0.004140786749482402,0.0,0.010869565217391304
104,Happy Gilmore (1996),Comedy,0.13845075359270942,0.1553860819828408,0.0913907284768212,0.24859550561797752,0.11602209944751381,0.02416918429003021,0.2744360902255639,0.17222222222222222,0.12295664534470505,0.07660455486542443,0.029288702928870293,0.010869565217391304
105,"Bridges of Madison County, The (1995)",Drama|Romance,0.05748335085874518,0.04003813155386082,0.10596026490066225,0.019662921348314606,0.062430939226519336,0.11178247734138973,0.015037593984962405,0.03333333333333333,0.04193319118692253,0.11180124223602485,0.07112970711297072,0.21739130434782608
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0.0028040658955485456,0.0019065776930409914,0.005298013245033113,0.0028089887640449437,0.0033149171270718232,0.0,0.0018796992481203006,0.005555555555555556,0.0021321961620469083,0.006211180124223602,0.0,0.0
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,0.03820539782684893,0.03479504289799809,0.04768211920529802,0.054775280898876406,0.036464088397790057,0.012084592145015106,0.04887218045112782,0.07222222222222222,0.030561478322672354,0.047619047619047616,0.016736401673640166,0.0
108,Catwalk (1995),Documentary,0.0010515247108307045,0.0014299332697807435,0.0,0.0,0.0016574585635359116,0.0,0.0,0.0,0.0021321961620469083,0.0,0.0,0.0
109,Headless Body in Topless Bar (1995),Comedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Braveheart (1995),Action|Drama|War,0.6929547844374343,0.7488083889418494,0.5377483443708609,0.7078651685393258,0.6917127071823205,0.6676737160120846,0.7612781954887218,0.55,0.7036247334754797,0.5424430641821946,0.7364016736401674,0.4891304347826087
111,Taxi Driver (1976),Drama|Thriller,0.3501577287066246,0.3822688274547188,0.2609271523178808,0.23876404494382023,0.3911602209944751,0.36555891238670696,0.2706766917293233,0.14444444444444443,0.40085287846481876,0.2981366459627329,0.39330543933054396,0.29347826086956524
112,Rumble in the Bronx (1995),Action|Adventure|Crime,0.1023484051875219,0.12106768350810296,0.05033112582781457,0.13904494382022473,0.1011049723756906,0.030211480362537766,0.16165413533834586,0.07222222222222222,0.11442786069651742,0.045548654244306416,0.029288702928870293,0.03260869565217391
